mask_name,target_area_frac,target_perimeter,target_components,target_compactness,target_edge_density,shift_target_printed,iou_target_pixelILT,xor_target_pixelILT,iou_target_printed,xor_target_printed,comp_delta_target_printed,iou_pixelILT_litho_t0.30,xor_pixelILT_litho_t0.30,iou_pixelILT_litho_t0.40,xor_pixelILT_litho_t0.40,iou_pixelILT_litho_t0.50,xor_pixelILT_litho_t0.50,iou_litho_resist_t0.30,xor_litho_resist_t0.30,iou_litho_resist_t0.40,xor_litho_resist_t0.40,iou_litho_resist_t0.50,xor_litho_resist_t0.50,iou_resist_printed_t0.30,xor_resist_printed_t0.30,comp_delta_resist_printed_t0.30,iou_resist_printed_t0.40,xor_resist_printed_t0.40,comp_delta_resist_printed_t0.40,iou_resist_printed_t0.50,xor_resist_printed_t0.50,comp_delta_resist_printed_t0.50,iou_resist_printed_mean,iou_resist_printed_std
AND2_X4__0_0.png,0.0269775390625,6760.0,26.0,403.8602941140779,0.0016117095947265625,96.91142079688196,0.22416526671622508,0.7758347332837543,0.5780626329763343,0.42193736702357776,-2,0.0,0.9999999999999792,0.0,0.9999999999999792,0.0,0.9999999999999792,0.0,0.9999999999999067,0.0,0.9999999999998823,0.0,0.9999999999998493,0.6189183389776168,0.3810816610222899,0,0.7805899725839505,0.21941002741593194,0,0.9999999999998493,0.0,0,0.7998361038538055,0.15617003184245115
AND2_X4__1_0.png,0.02386474609375,5980.0,23.0,357.26102940819555,0.0014257431030273438,80.65660864837523,0.19659433896507536,0.8034056610349035,0.633237481407969,0.36676251859193193,-2,0.0,0.9999999999999786,0.0,0.9999999999999786,0.0,0.9999999999999786,0.0,0.9999999999998999,0.0,0.9999999999998761,0.0,0.9999999999998452,0.6472668262728619,0.352733173727038,0,0.8010115535279416,0.19898844647193448,0,0.9999999999998452,0.0,0,0.816092793266883,0.1443970355326478
AND3_X4__0_0.png,0.02490234375,6240.0,24.0,372.79411764348964,0.00148773193359375,132.52615270510626,0.2657538457597309,0.7342461542402435,0.5237156784340109,0.47628432156589395,-3,0.0,0.9999999999999744,0.0,0.9999999999999744,0.0,0.9999999999999744,0.0,0.999999999999892,0.0,0.9999999999998619,0.0,0.9999999999998201,0.6008018327605308,0.39919816723936125,0,0.768158392859504,0.23184160714035787,0,0.9999999999998201,0.0,0,0.7896534085399516,0.16367920038117026
AND3_X4__1_0.png,0.0269775390625,6760.0,26.0,403.8602941140779,0.0016117095947265625,54.20847466926072,0.23716305983540514,0.7628369401645738,0.6144964889671503,0.38550351103276215,-2,0.0,0.999999999999979,0.0,0.999999999999979,0.0,0.999999999999979,0.0,0.9999999999999121,0.0,0.9999999999998894,0.0,0.9999999999998592,0.6246492439502279,0.3753507560496842,0,0.7857569654988398,0.21424303450104962,0,0.9999999999998592,0.0,0,0.8034687364829756,0.1537472550222243
AND4_X2__0_0.png,0.0269775390625,6760.0,26.0,403.8602941140779,0.0016117095947265625,94.70056273718693,0.22801754407578967,0.7719824559241898,0.5850733163578379,0.4149266836420744,-3,0.0,0.9999999999999793,0.0,0.9999999999999793,0.0,0.9999999999999793,0.0,0.9999999999999063,0.0,0.9999999999998828,0.0,0.9999999999998516,0.631835616952177,0.36816438304772925,0,0.7899445401994689,0.2100554598004139,0,0.9999999999998516,0.0,0,0.8072600523838326,0.1508003613122856
AND4_X4__0_0.png,0.0166015625,4160.0,16.0,248.5294117611367,0.0009918212890625,139.0421143544675,0.2351068274978422,0.7648931725021232,0.4982947869199412,0.5017052130799156,-3,0.0,0.9999999999999653,0.0,0.9999999999999653,0.0,0.9999999999999653,0.0,0.9999999999998231,0.0,0.9999999999997772,0.0,0.9999999999997138,0.617844760489525,0.38215523951029823,0,0.7784439145065015,0.22155608549327566,0,0.9999999999997138,0.0,0,0.7987628916652468,0.15667440206971836
AND4_X4__1_0.png,0.01763916015625,4420.0,17.0,264.06249999643086,0.0010538101196289062,64.8736172642023,0.2136868855868909,0.7863131144130789,0.5653939230975309,0.4346060769023347,-2,0.0,0.9999999999999696,0.0,0.9999999999999696,0.0,0.9999999999999696,0.0,0.999999999999852,0.0,0.9999999999998148,0.0,0.9999999999997645,0.628283874787149,0.3717161252127031,0,0.7862275892723393,0.2137724107274756,0,0.9999999999997645,0.0,0,0.8048371546864176,0.15232193184052836
AND4_X4__2_0.png,0.01971435546875,4940.0,19.0,295.1286764670191,0.0011777877807617188,17.217099879344083,0.20077673300653026,0.7992232669934454,0.6438921651220793,0.35610783487780046,0,0.0,0.9999999999999757,0.0,0.9999999999999757,0.0,0.9999999999999757,0.0,0.9999999999998841,0.0,0.9999999999998544,0.0,0.9999999999998145,0.6247377754081866,0.37526222459169745,0,0.7849913349934051,0.21500866500644925,0,0.9999999999998145,0.0,0,0.8032430368004687,0.15374281070563875
AOI211_X2__0_0.png,0.02490234375,6240.0,24.0,372.79411764348964,0.00148773193359375,65.49091721049754,0.20735771288257043,0.7926422871174087,0.5366318881491849,0.46336811185071974,-2,0.0,0.9999999999999789,0.0,0.9999999999999789,0.0,0.9999999999999789,0.0,0.9999999999998962,0.0,0.9999999999998663,0.0,0.9999999999998236,0.5884539507838659,0.4115460492160304,0,0.7579271146772641,0.2420728853226022,0,0.9999999999998236,0.0,0,0.7821270218203179,0.16888213697845644
AOI211_X2__1_0.png,0.020751953125,5200.0,20.0,310.6617647023132,0.001239776611328125,68.78040794379437,0.19224288442834764,0.8077571155716289,0.550619290734615,0.4493807092652706,-2,0.0,0.9999999999999762,0.0,0.9999999999999762,0.0,0.9999999999999762,0.0,0.9999999999998755,0.0,0.9999999999998412,0.0,0.9999999999997935,0.602803680141354,0.3971963198585216,0,0.7690682677339228,0.2309317322659184,0,0.9999999999997935,0.0,0,0.7906239826250235,0.16286950965035735
