year,grandprix,driver,position
2021,Bahrain Grand Prix,Lewis Hamilton,3
2021,Bahrain Grand Prix,Lewis Hamilton,2
2021,Bahrain Grand Prix,Lewis Hamilton,1
2021,Bahrain Grand Prix,Lewis Hamilton,2
2021,Bahrain Grand Prix,Lewis Hamilton,1
2021,Bahrain Grand Prix,Max Verstappen,1
2021,Bahrain Grand Prix,Valtteri Bottas,3
2021,Bahrain Grand Prix,Valtteri Bottas,2
2021,Bahrain Grand Prix,Valtteri Bottas,3
2021,Bahrain Grand Prix,Valtteri Bottas,2
2021,Bahrain Grand Prix,Valtteri Bottas,4
2021,Bahrain Grand Prix,Valtteri Bottas,3
2021,Bahrain Grand Prix,Lando Norris,5
2021,Bahrain Grand Prix,Lando Norris,4
2021,Bahrain Grand Prix,Lando Norris,8
2021,Bahrain Grand Prix,Lando Norris,5
2021,Bahrain Grand Prix,Lando Norris,4
2021,Bahrain Grand Prix,Lando Norris,3
2021,Bahrain Grand Prix,Lando Norris,5
2021,Bahrain Grand Prix,Lando Norris,4
2021,Bahrain Grand Prix,Sergio Perez,15
2021,Bahrain Grand Prix,Sergio Perez,14
2021,Bahrain Grand Prix,Sergio Perez,13
2021,Bahrain Grand Prix,Sergio Perez,12
2021,Bahrain Grand Prix,Sergio Perez,10
2021,Bahrain Grand Prix,Sergio Perez,6
2021,Bahrain Grand Prix,Sergio Perez,5
2021,Bahrain Grand Prix,Sergio Perez,4
2021,Bahrain Grand Prix,Sergio Perez,3
2021,Bahrain Grand Prix,Sergio Perez,9
2021,Bahrain Grand Prix,Sergio Perez,8
2021,Bahrain Grand Prix,Sergio Perez,7
2021,Bahrain Grand Prix,Sergio Perez,6
2021,Bahrain Grand Prix,Sergio Perez,5
2021,Bahrain Grand Prix,Sergio Perez,4
2021,Bahrain Grand Prix,Sergio Perez,7
2021,Bahrain Grand Prix,Sergio Perez,6
2021,Bahrain Grand Prix,Sergio Perez,5
2021,Bahrain Grand Prix,Charles Leclerc,9
2021,Bahrain Grand Prix,Charles Leclerc,6
2021,Bahrain Grand Prix,Charles Leclerc,5
2021,Bahrain Grand Prix,Charles Leclerc,4
2021,Bahrain Grand Prix,Charles Leclerc,6
2021,Bahrain Grand Prix,Charles Leclerc,5
2021,Bahrain Grand Prix,Daniel Ricciardo,6
2021,Bahrain Grand Prix,Daniel Ricciardo,4
2021,Bahrain Grand Prix,Daniel Ricciardo,10
2021,Bahrain Grand Prix,Daniel Ricciardo,8
2021,Bahrain Grand Prix,Daniel Ricciardo,7
2021,Bahrain Grand Prix,Daniel Ricciardo,6
2021,Bahrain Grand Prix,Daniel Ricciardo,8
2021,Bahrain Grand Prix,Daniel Ricciardo,7
2021,Bahrain Grand Prix,Daniel Ricciardo,6
2021,Bahrain Grand Prix,Carlos Sainz,9
2021,Bahrain Grand Prix,Carlos Sainz,8
2021,Bahrain Grand Prix,Carlos Sainz,7
2021,Bahrain Grand Prix,Carlos Sainz,5
2021,Bahrain Grand Prix,Carlos Sainz,3
2021,Bahrain Grand Prix,Carlos Sainz,10
2021,Bahrain Grand Prix,Carlos Sainz,8
2021,Bahrain Grand Prix,Carlos Sainz,8
2021,Bahrain Grand Prix,Carlos Sainz,6
2021,Bahrain Grand Prix,Carlos Sainz,5
2021,Bahrain Grand Prix,Carlos Sainz,8
2021,Bahrain Grand Prix,Yuki Tsunoda,15
2021,Bahrain Grand Prix,Yuki Tsunoda,14
2021,Bahrain Grand Prix,Yuki Tsunoda,13
2021,Bahrain Grand Prix,Yuki Tsunoda,8
2021,Bahrain Grand Prix,Yuki Tsunoda,6
2021,Bahrain Grand Prix,Yuki Tsunoda,13
2021,Bahrain Grand Prix,Yuki Tsunoda,12
2021,Bahrain Grand Prix,Yuki Tsunoda,11
2021,Bahrain Grand Prix,Yuki Tsunoda,10
2021,Bahrain Grand Prix,Yuki Tsunoda,9
2021,Bahrain Grand Prix,Yuki Tsunoda,11
2021,Bahrain Grand Prix,Yuki Tsunoda,10
2021,Bahrain Grand Prix,Yuki Tsunoda,9
2021,Bahrain Grand Prix,Lance Stroll,8
2021,Bahrain Grand Prix,Lance Stroll,7
2021,Bahrain Grand Prix,Lance Stroll,12
2021,Bahrain Grand Prix,Lance Stroll,10
2021,Bahrain Grand Prix,Lance Stroll,9
2021,Bahrain Grand Prix,Lance Stroll,7
2021,Bahrain Grand Prix,Lance Stroll,13
2021,Bahrain Grand Prix,Lance Stroll,11
2021,Bahrain Grand Prix,Lance Stroll,10
2021,Bahrain Grand Prix,Lance Stroll,9
2021,Bahrain Grand Prix,Lance Stroll,8
2021,Bahrain Grand Prix,Lance Stroll,7
2021,Bahrain Grand Prix,Kimi Raikkonen,9
2021,Bahrain Grand Prix,Kimi Raikkonen,13
2021,Bahrain Grand Prix,Kimi Raikkonen,12
2021,Bahrain Grand Prix,Kimi Raikkonen,11
2021,Bahrain Grand Prix,Kimi Raikkonen,11
2021,Bahrain Grand Prix,Kimi Raikkonen,10
2021,Bahrain Grand Prix,Kimi Raikkonen,13
2021,Bahrain Grand Prix,Kimi Raikkonen,12
2021,Bahrain Grand Prix,Kimi Raikkonen,11
2021,Bahrain Grand Prix,Kimi Raikkonen,10
2021,Bahrain Grand Prix,Antonio Giovinazzi,10
2021,Bahrain Grand Prix,Antonio Giovinazzi,16
2021,Bahrain Grand Prix,Antonio Giovinazzi,15
2021,Bahrain Grand Prix,Antonio Giovinazzi,14
2021,Bahrain Grand Prix,Antonio Giovinazzi,13
2021,Bahrain Grand Prix,Antonio Giovinazzi,14
2021,Bahrain Grand Prix,Antonio Giovinazzi,14
2021,Bahrain Grand Prix,Antonio Giovinazzi,12
2021,Bahrain Grand Prix,Esteban Ocon,12
2021,Bahrain Grand Prix,Esteban Ocon,12
2021,Bahrain Grand Prix,Esteban Ocon,14
2021,Bahrain Grand Prix,Esteban Ocon,13
2021,Bahrain Grand Prix,Esteban Ocon,13
2021,Bahrain Grand Prix,Esteban Ocon,11
2021,Bahrain Grand Prix,Esteban Ocon,10
2021,Bahrain Grand Prix,Esteban Ocon,14
2021,Bahrain Grand Prix,Esteban Ocon,13
2021,Bahrain Grand Prix,Esteban Ocon,13
2021,Bahrain Grand Prix,George Russell,14
2021,Bahrain Grand Prix,George Russell,13
2021,Bahrain Grand Prix,George Russell,15
2021,Bahrain Grand Prix,George Russell,16
2021,Bahrain Grand Prix,George Russell,15
2021,Bahrain Grand Prix,George Russell,14
2021,Bahrain Grand Prix,George Russell,12
2021,Bahrain Grand Prix,George Russell,11
2021,Bahrain Grand Prix,George Russell,10
2021,Bahrain Grand Prix,George Russell,15
2021,Bahrain Grand Prix,George Russell,14
2021,Bahrain Grand Prix,Sebastian Vettel,13
2021,Bahrain Grand Prix,Sebastian Vettel,13
2021,Bahrain Grand Prix,Sebastian Vettel,14
2021,Bahrain Grand Prix,Sebastian Vettel,10
2021,Bahrain Grand Prix,Sebastian Vettel,7
2021,Bahrain Grand Prix,Sebastian Vettel,6
2021,Bahrain Grand Prix,Sebastian Vettel,16
2021,Bahrain Grand Prix,Sebastian Vettel,15
2021,Bahrain Grand Prix,Sebastian Vettel,14
2021,Bahrain Grand Prix,Sebastian Vettel,13
2021,Bahrain Grand Prix,Sebastian Vettel,12
2021,Bahrain Grand Prix,Mick Schumacher,18
2021,Bahrain Grand Prix,Mick Schumacher,17
2021,Bahrain Grand Prix,Mick Schumacher,18
2021,Bahrain Grand Prix,Mick Schumacher,17
2021,Bahrain Grand Prix,Mick Schumacher,16
2021,Bahrain Grand Prix,Pierre Gasly,17
2021,Bahrain Grand Prix,Pierre Gasly,18
2021,Bahrain Grand Prix,Pierre Gasly,16
2021,Bahrain Grand Prix,Pierre Gasly,15
2021,Bahrain Grand Prix,Nicholas Latifi,16
2021,Bahrain Grand Prix,Nicholas Latifi,11
2021,Bahrain Grand Prix,Nicholas Latifi,17
2021,Bahrain Grand Prix,Nicholas Latifi,16
2021,Bahrain Grand Prix,Nicholas Latifi,16
2021,Bahrain Grand Prix,Nicholas Latifi,17
2021,Bahrain Grand Prix,Fernando Alonso,7
2021,Bahrain Grand Prix,Fernando Alonso,15
2021,Bahrain Grand Prix,Fernando Alonso,10
2021,Bahrain Grand Prix,Fernando Alonso,9
2021,Bahrain Grand Prix,Fernando Alonso,9
2021,Bahrain Grand Prix,Fernando Alonso,10
2021,Bahrain Grand Prix,Fernando Alonso,15
2021,Emilia Romagna Grand Prix,Max Verstappen,1
2021,Emilia Romagna Grand Prix,Lewis Hamilton,1
2021,Emilia Romagna Grand Prix,Lewis Hamilton,7
2021,Emilia Romagna Grand Prix,Lewis Hamilton,6
2021,Emilia Romagna Grand Prix,Lewis Hamilton,5
2021,Emilia Romagna Grand Prix,Lewis Hamilton,4
2021,Emilia Romagna Grand Prix,Lewis Hamilton,3
2021,Emilia Romagna Grand Prix,Lewis Hamilton,2
2021,Emilia Romagna Grand Prix,Lando Norris,8
2021,Emilia Romagna Grand Prix,Lando Norris,7
2021,Emilia Romagna Grand Prix,Lando Norris,6
2021,Emilia Romagna Grand Prix,Lando Norris,5
2021,Emilia Romagna Grand Prix,Lando Norris,3
2021,Emilia Romagna Grand Prix,Lando Norris,2
2021,Emilia Romagna Grand Prix,Charles Leclerc,2
2021,Emilia Romagna Grand Prix,Carlos Sainz,7
2021,Emilia Romagna Grand Prix,Carlos Sainz,7
2021,Emilia Romagna Grand Prix,Carlos Sainz,6
2021,Emilia Romagna Grand Prix,Carlos Sainz,6
2021,Emilia Romagna Grand Prix,Carlos Sainz,5
2021,Emilia Romagna Grand Prix,Carlos Sainz,4
2021,Emilia Romagna Grand Prix,Daniel Ricciardo,7
2021,Emilia Romagna Grand Prix,Daniel Ricciardo,6
2021,Emilia Romagna Grand Prix,Daniel Ricciardo,5
2021,Emilia Romagna Grand Prix,Pierre Gasly,17
2021,Emilia Romagna Grand Prix,Pierre Gasly,16
2021,Emilia Romagna Grand Prix,Pierre Gasly,14
2021,Emilia Romagna Grand Prix,Pierre Gasly,12
2021,Emilia Romagna Grand Prix,Pierre Gasly,11
2021,Emilia Romagna Grand Prix,Pierre Gasly,9
2021,Emilia Romagna Grand Prix,Pierre Gasly,8
2021,Emilia Romagna Grand Prix,Lance Stroll,8
2021,Emilia Romagna Grand Prix,Lance Stroll,8
2021,Emilia Romagna Grand Prix,Lance Stroll,6
2021,Emilia Romagna Grand Prix,Esteban Ocon,17
2021,Emilia Romagna Grand Prix,Esteban Ocon,17
2021,Emilia Romagna Grand Prix,Esteban Ocon,16
2021,Emilia Romagna Grand Prix,Esteban Ocon,16
2021,Emilia Romagna Grand Prix,Esteban Ocon,15
2021,Emilia Romagna Grand Prix,Esteban Ocon,14
2021,Emilia Romagna Grand Prix,Esteban Ocon,14
2021,Emilia Romagna Grand Prix,Esteban Ocon,13
2021,Emilia Romagna Grand Prix,Esteban Ocon,14
2021,Emilia Romagna Grand Prix,Esteban Ocon,14
2021,Emilia Romagna Grand Prix,Esteban Ocon,13
2021,Emilia Romagna Grand Prix,Esteban Ocon,10
2021,Emilia Romagna Grand Prix,Fernando Alonso,15
2021,Emilia Romagna Grand Prix,Fernando Alonso,16
2021,Emilia Romagna Grand Prix,Fernando Alonso,15
2021,Emilia Romagna Grand Prix,Fernando Alonso,15
2021,Emilia Romagna Grand Prix,Fernando Alonso,14
2021,Emilia Romagna Grand Prix,Fernando Alonso,14
2021,Emilia Romagna Grand Prix,Fernando Alonso,11
2021,Emilia Romagna Grand Prix,Fernando Alonso,13
2021,Emilia Romagna Grand Prix,Fernando Alonso,11
2021,Emilia Romagna Grand Prix,Fernando Alonso,10
2021,Emilia Romagna Grand Prix,Fernando Alonso,10
2021,Emilia Romagna Grand Prix,Sergio Perez,4
2021,Emilia Romagna Grand Prix,Sergio Perez,13
2021,Emilia Romagna Grand Prix,Sergio Perez,12
2021,Emilia Romagna Grand Prix,Yuki Tsunoda,13
2021,Emilia Romagna Grand Prix,Yuki Tsunoda,14
2021,Emilia Romagna Grand Prix,Yuki Tsunoda,12
2021,Emilia Romagna Grand Prix,Yuki Tsunoda,10
2021,Emilia Romagna Grand Prix,Yuki Tsunoda,14
2021,Emilia Romagna Grand Prix,Yuki Tsunoda,13
2021,Emilia Romagna Grand Prix,Kimi Raikkonen,11
2021,Emilia Romagna Grand Prix,Kimi Raikkonen,11
2021,Emilia Romagna Grand Prix,Kimi Raikkonen,9
2021,Emilia Romagna Grand Prix,Kimi Raikkonen,9
2021,Emilia Romagna Grand Prix,Kimi Raikkonen,8
2021,Emilia Romagna Grand Prix,Antonio Giovinazzi,12
2021,Emilia Romagna Grand Prix,Antonio Giovinazzi,11
2021,Emilia Romagna Grand Prix,Antonio Giovinazzi,10
2021,Emilia Romagna Grand Prix,Antonio Giovinazzi,9
2021,Emilia Romagna Grand Prix,Antonio Giovinazzi,14
2021,Emilia Romagna Grand Prix,Sebastian Vettel,17
2021,Emilia Romagna Grand Prix,Sebastian Vettel,16
2021,Emilia Romagna Grand Prix,Sebastian Vettel,15
2021,Emilia Romagna Grand Prix,Sebastian Vettel,14
2021,Emilia Romagna Grand Prix,Sebastian Vettel,15
2021,Emilia Romagna Grand Prix,Sebastian Vettel,13
2021,Emilia Romagna Grand Prix,Sebastian Vettel,12
2021,Emilia Romagna Grand Prix,Sebastian Vettel,11
2021,Emilia Romagna Grand Prix,Mick Schumacher,18
2021,Emilia Romagna Grand Prix,Mick Schumacher,17
2021,Emilia Romagna Grand Prix,Nikita Mazepin,17
2021,Emilia Romagna Grand Prix,Nikita Mazepin,16
2021,Emilia Romagna Grand Prix,Valtteri Bottas,9
2021,Emilia Romagna Grand Prix,Valtteri Bottas,8
2021,Emilia Romagna Grand Prix,George Russell,10
2021,Emilia Romagna Grand Prix,George Russell,10
2021,Portuguese Grand Prix,Lewis Hamilton,2
2021,Portuguese Grand Prix,Lewis Hamilton,1
2021,Portuguese Grand Prix,Lewis Hamilton,1
2021,Portuguese Grand Prix,Max Verstappen,2
2021,Portuguese Grand Prix,Max Verstappen,3
2021,Portuguese Grand Prix,Max Verstappen,2
2021,Portuguese Grand Prix,Valtteri Bottas,3
2021,Portuguese Grand Prix,Sergio Perez,4
2021,Portuguese Grand Prix,Sergio Perez,3
2021,Portuguese Grand Prix,Sergio Perez,2
2021,Portuguese Grand Prix,Sergio Perez,1
2021,Portuguese Grand Prix,Lando Norris,4
2021,Portuguese Grand Prix,Lando Norris,9
2021,Portuguese Grand Prix,Lando Norris,8
2021,Portuguese Grand Prix,Lando Norris,7
2021,Portuguese Grand Prix,Lando Norris,6
2021,Portuguese Grand Prix,Lando Norris,5
2021,Portuguese Grand Prix,Charles Leclerc,7
2021,Portuguese Grand Prix,Charles Leclerc,6
2021,Portuguese Grand Prix,Charles Leclerc,5
2021,Portuguese Grand Prix,Charles Leclerc,9
2021,Portuguese Grand Prix,Charles Leclerc,8
2021,Portuguese Grand Prix,Charles Leclerc,7
2021,Portuguese Grand Prix,Charles Leclerc,6
2021,Portuguese Grand Prix,Esteban Ocon,13
2021,Portuguese Grand Prix,Esteban Ocon,12
2021,Portuguese Grand Prix,Esteban Ocon,11
2021,Portuguese Grand Prix,Esteban Ocon,10
2021,Portuguese Grand Prix,Esteban Ocon,9
2021,Portuguese Grand Prix,Esteban Ocon,8
2021,Portuguese Grand Prix,Esteban Ocon,7
2021,Portuguese Grand Prix,Fernando Alonso,13
2021,Portuguese Grand Prix,Fernando Alonso,10
2021,Portuguese Grand Prix,Fernando Alonso,8
2021,Portuguese Grand Prix,Fernando Alonso,7
2021,Portuguese Grand Prix,Fernando Alonso,6
2021,Portuguese Grand Prix,Fernando Alonso,10
2021,Portuguese Grand Prix,Fernando Alonso,9
2021,Portuguese Grand Prix,Fernando Alonso,8
2021,Portuguese Grand Prix,Daniel Ricciardo,11
2021,Portuguese Grand Prix,Daniel Ricciardo,10
2021,Portuguese Grand Prix,Daniel Ricciardo,8
2021,Portuguese Grand Prix,Daniel Ricciardo,7
2021,Portuguese Grand Prix,Daniel Ricciardo,6
2021,Portuguese Grand Prix,Daniel Ricciardo,5
2021,Portuguese Grand Prix,Daniel Ricciardo,9
2021,Portuguese Grand Prix,Daniel Ricciardo,9
2021,Portuguese Grand Prix,Pierre Gasly,7
2021,Portuguese Grand Prix,Pierre Gasly,6
2021,Portuguese Grand Prix,Pierre Gasly,11
2021,Portuguese Grand Prix,Pierre Gasly,11
2021,Portuguese Grand Prix,Pierre Gasly,10
2021,Portuguese Grand Prix,Pierre Gasly,9
2021,Portuguese Grand Prix,Pierre Gasly,10
2021,Portuguese Grand Prix,Carlos Sainz,11
2021,Portuguese Grand Prix,Carlos Sainz,10
2021,Portuguese Grand Prix,Carlos Sainz,9
2021,Portuguese Grand Prix,Carlos Sainz,9
2021,Portuguese Grand Prix,Carlos Sainz,8
2021,Portuguese Grand Prix,Carlos Sainz,7
2021,Portuguese Grand Prix,Antonio Giovinazzi,16
2021,Portuguese Grand Prix,Antonio Giovinazzi,15
2021,Portuguese Grand Prix,Antonio Giovinazzi,14
2021,Portuguese Grand Prix,Antonio Giovinazzi,13
2021,Portuguese Grand Prix,Antonio Giovinazzi,12
2021,Portuguese Grand Prix,Sebastian Vettel,15
2021,Portuguese Grand Prix,Sebastian Vettel,14
2021,Portuguese Grand Prix,Sebastian Vettel,13
2021,Portuguese Grand Prix,Sebastian Vettel,12
2021,Portuguese Grand Prix,Sebastian Vettel,13
2021,Portuguese Grand Prix,Lance Stroll,15
2021,Portuguese Grand Prix,Lance Stroll,14
2021,Portuguese Grand Prix,Lance Stroll,12
2021,Portuguese Grand Prix,Lance Stroll,9
2021,Portuguese Grand Prix,Lance Stroll,8
2021,Portuguese Grand Prix,Lance Stroll,7
2021,Portuguese Grand Prix,Lance Stroll,13
2021,Portuguese Grand Prix,Yuki Tsunoda,15
2021,Portuguese Grand Prix,Yuki Tsunoda,18
2021,Portuguese Grand Prix,Yuki Tsunoda,17
2021,Portuguese Grand Prix,Yuki Tsunoda,16
2021,Portuguese Grand Prix,Yuki Tsunoda,15
2021,Portuguese Grand Prix,George Russell,14
2021,Portuguese Grand Prix,George Russell,12
2021,Portuguese Grand Prix,George Russell,11
2021,Portuguese Grand Prix,George Russell,18
2021,Portuguese Grand Prix,George Russell,17
2021,Portuguese Grand Prix,George Russell,16
2021,Portuguese Grand Prix,Mick Schumacher,18
2021,Portuguese Grand Prix,Mick Schumacher,17
2021,Portuguese Grand Prix,Mick Schumacher,15
2021,Portuguese Grand Prix,Mick Schumacher,14
2021,Portuguese Grand Prix,Mick Schumacher,15
2021,Portuguese Grand Prix,Mick Schumacher,17
2021,Portuguese Grand Prix,Nicholas Latifi,16
2021,Portuguese Grand Prix,Nicholas Latifi,13
2021,Portuguese Grand Prix,Nicholas Latifi,18
2021,Portuguese Grand Prix,Nicholas Latifi,17
2021,Portuguese Grand Prix,Nicholas Latifi,16
2021,Portuguese Grand Prix,Nikita Mazepin,18
2021,Portuguese Grand Prix,Nikita Mazepin,18
2021,Portuguese Grand Prix,Nikita Mazepin,17
2021,Portuguese Grand Prix,Nikita Mazepin,17
2021,Spanish Grand Prix,Lewis Hamilton,1
2021,Spanish Grand Prix,Lewis Hamilton,2
2021,Spanish Grand Prix,Lewis Hamilton,1
2021,Spanish Grand Prix,Max Verstappen,2
2021,Spanish Grand Prix,Max Verstappen,1
2021,Spanish Grand Prix,Valtteri Bottas,5
2021,Spanish Grand Prix,Valtteri Bottas,4
2021,Spanish Grand Prix,Valtteri Bottas,3
2021,Spanish Grand Prix,Valtteri Bottas,2
2021,Spanish Grand Prix,Valtteri Bottas,3
2021,Spanish Grand Prix,Charles Leclerc,2
2021,Spanish Grand Prix,Charles Leclerc,3
2021,Spanish Grand Prix,Sergio Perez,5
2021,Spanish Grand Prix,Sergio Perez,4
2021,Spanish Grand Prix,Sergio Perez,6
2021,Spanish Grand Prix,Sergio Perez,5
2021,Spanish Grand Prix,Daniel Ricciardo,4
2021,Spanish Grand Prix,Daniel Ricciardo,7
2021,Spanish Grand Prix,Daniel Ricciardo,6
2021,Spanish Grand Prix,Daniel Ricciardo,5
2021,Spanish Grand Prix,Daniel Ricciardo,7
2021,Spanish Grand Prix,Daniel Ricciardo,6
2021,Spanish Grand Prix,Carlos Sainz,11
2021,Spanish Grand Prix,Carlos Sainz,10
2021,Spanish Grand Prix,Carlos Sainz,9
2021,Spanish Grand Prix,Carlos Sainz,8
2021,Spanish Grand Prix,Carlos Sainz,7
2021,Spanish Grand Prix,Carlos Sainz,8
2021,Spanish Grand Prix,Carlos Sainz,7
2021,Spanish Grand Prix,Lando Norris,8
2021,Spanish Grand Prix,Lando Norris,11
2021,Spanish Grand Prix,Lando Norris,10
2021,Spanish Grand Prix,Lando Norris,9
2021,Spanish Grand Prix,Lando Norris,7
2021,Spanish Grand Prix,Lando Norris,10
2021,Spanish Grand Prix,Lando Norris,9
2021,Spanish Grand Prix,Lando Norris,8
2021,Spanish Grand Prix,Esteban Ocon,10
2021,Spanish Grand Prix,Esteban Ocon,9
2021,Spanish Grand Prix,Esteban Ocon,8
2021,Spanish Grand Prix,Esteban Ocon,6
2021,Spanish Grand Prix,Pierre Gasly,17
2021,Spanish Grand Prix,Pierre Gasly,17
2021,Spanish Grand Prix,Pierre Gasly,16
2021,Spanish Grand Prix,Pierre Gasly,15
2021,Spanish Grand Prix,Pierre Gasly,14
2021,Spanish Grand Prix,Pierre Gasly,12
2021,Spanish Grand Prix,Pierre Gasly,11
2021,Spanish Grand Prix,Pierre Gasly,15
2021,Spanish Grand Prix,Pierre Gasly,14
2021,Spanish Grand Prix,Pierre Gasly,13
2021,Spanish Grand Prix,Pierre Gasly,12
2021,Spanish Grand Prix,Pierre Gasly,11
2021,Spanish Grand Prix,Pierre Gasly,10
2021,Spanish Grand Prix,Lance Stroll,10
2021,Spanish Grand Prix,Lance Stroll,13
2021,Spanish Grand Prix,Lance Stroll,11
2021,Spanish Grand Prix,Lance Stroll,10
2021,Spanish Grand Prix,Lance Stroll,13
2021,Spanish Grand Prix,Lance Stroll,12
2021,Spanish Grand Prix,Lance Stroll,11
2021,Spanish Grand Prix,Lance Stroll,10
2021,Spanish Grand Prix,Kimi Raikkonen,13
2021,Spanish Grand Prix,Kimi Raikkonen,12
2021,Spanish Grand Prix,Kimi Raikkonen,11
2021,Spanish Grand Prix,Kimi Raikkonen,9
2021,Spanish Grand Prix,Kimi Raikkonen,7
2021,Spanish Grand Prix,Kimi Raikkonen,6
2021,Spanish Grand Prix,Kimi Raikkonen,5
2021,Spanish Grand Prix,Kimi Raikkonen,15
2021,Spanish Grand Prix,Kimi Raikkonen,14
2021,Spanish Grand Prix,Kimi Raikkonen,13
2021,Spanish Grand Prix,Kimi Raikkonen,12
2021,Spanish Grand Prix,Kimi Raikkonen,12
2021,Spanish Grand Prix,Sebastian Vettel,17
2021,Spanish Grand Prix,Sebastian Vettel,16
2021,Spanish Grand Prix,Sebastian Vettel,15
2021,Spanish Grand Prix,Sebastian Vettel,14
2021,Spanish Grand Prix,Sebastian Vettel,13
2021,Spanish Grand Prix,Sebastian Vettel,12
2021,Spanish Grand Prix,Sebastian Vettel,15
2021,Spanish Grand Prix,Sebastian Vettel,14
2021,Spanish Grand Prix,Sebastian Vettel,14
2021,Spanish Grand Prix,Sebastian Vettel,13
2021,Spanish Grand Prix,George Russell,17
2021,Spanish Grand Prix,George Russell,16
2021,Spanish Grand Prix,George Russell,16
2021,Spanish Grand Prix,George Russell,15
2021,Spanish Grand Prix,George Russell,14
2021,Spanish Grand Prix,George Russell,12
2021,Spanish Grand Prix,George Russell,10
2021,Spanish Grand Prix,George Russell,8
2021,Spanish Grand Prix,George Russell,7
2021,Spanish Grand Prix,George Russell,15
2021,Spanish Grand Prix,George Russell,14
2021,Spanish Grand Prix,George Russell,13
2021,Spanish Grand Prix,George Russell,12
2021,Spanish Grand Prix,George Russell,11
2021,Spanish Grand Prix,George Russell,10
2021,Spanish Grand Prix,George Russell,14
2021,Spanish Grand Prix,Antonio Giovinazzi,18
2021,Spanish Grand Prix,Antonio Giovinazzi,17
2021,Spanish Grand Prix,Antonio Giovinazzi,16
2021,Spanish Grand Prix,Antonio Giovinazzi,14
2021,Spanish Grand Prix,Antonio Giovinazzi,12
2021,Spanish Grand Prix,Antonio Giovinazzi,10
2021,Spanish Grand Prix,Antonio Giovinazzi,16
2021,Spanish Grand Prix,Antonio Giovinazzi,17
2021,Spanish Grand Prix,Antonio Giovinazzi,16
2021,Spanish Grand Prix,Antonio Giovinazzi,15
2021,Spanish Grand Prix,Nicholas Latifi,18
2021,Spanish Grand Prix,Nicholas Latifi,17
2021,Spanish Grand Prix,Nicholas Latifi,16
2021,Spanish Grand Prix,Nicholas Latifi,15
2021,Spanish Grand Prix,Nicholas Latifi,13
2021,Spanish Grand Prix,Nicholas Latifi,11
2021,Spanish Grand Prix,Nicholas Latifi,9
2021,Spanish Grand Prix,Nicholas Latifi,16
2021,Spanish Grand Prix,Nicholas Latifi,15
2021,Spanish Grand Prix,Nicholas Latifi,14
2021,Spanish Grand Prix,Nicholas Latifi,13
2021,Spanish Grand Prix,Nicholas Latifi,13
2021,Spanish Grand Prix,Nicholas Latifi,16
2021,Spanish Grand Prix,Fernando Alonso,15
2021,Spanish Grand Prix,Fernando Alonso,14
2021,Spanish Grand Prix,Fernando Alonso,13
2021,Spanish Grand Prix,Fernando Alonso,12
2021,Spanish Grand Prix,Fernando Alonso,11
2021,Spanish Grand Prix,Fernando Alonso,10
2021,Spanish Grand Prix,Fernando Alonso,9
2021,Spanish Grand Prix,Mick Schumacher,16
2021,Spanish Grand Prix,Mick Schumacher,16
2021,Spanish Grand Prix,Mick Schumacher,15
2021,Spanish Grand Prix,Mick Schumacher,17
2021,Spanish Grand Prix,Mick Schumacher,15
2021,Spanish Grand Prix,Mick Schumacher,17
2021,Spanish Grand Prix,Nikita Mazepin,19
2021,Spanish Grand Prix,Nikita Mazepin,17
2021,Spanish Grand Prix,Nikita Mazepin,16
2021,Spanish Grand Prix,Nikita Mazepin,18
2021,Spanish Grand Prix,Yuki Tsunoda,16
2021,Monaco Grand Prix,Max Verstappen,1
2021,Monaco Grand Prix,Carlos Sainz,2
2021,Monaco Grand Prix,Carlos Sainz,2
2021,Monaco Grand Prix,Lando Norris,3
2021,Monaco Grand Prix,Sergio Perez,7
2021,Monaco Grand Prix,Sergio Perez,5
2021,Monaco Grand Prix,Sergio Perez,3
2021,Monaco Grand Prix,Sergio Perez,2
2021,Monaco Grand Prix,Sebastian Vettel,6
2021,Monaco Grand Prix,Sebastian Vettel,4
2021,Monaco Grand Prix,Lewis Hamilton,7
2021,Monaco Grand Prix,Lance Stroll,10
2021,Monaco Grand Prix,Lance Stroll,9
2021,Monaco Grand Prix,Lance Stroll,8
2021,Monaco Grand Prix,Esteban Ocon,9
2021,Monaco Grand Prix,Esteban Ocon,8
2021,Monaco Grand Prix,Esteban Ocon,9
2021,Monaco Grand Prix,Antonio Giovinazzi,8
2021,Monaco Grand Prix,Antonio Giovinazzi,11
2021,Monaco Grand Prix,Antonio Giovinazzi,10
2021,Monaco Grand Prix,Kimi Raikkonen,11
2021,Monaco Grand Prix,Kimi Raikkonen,10
2021,Monaco Grand Prix,Kimi Raikkonen,9
2021,Monaco Grand Prix,Kimi Raikkonen,11
2021,Monaco Grand Prix,Daniel Ricciardo,12
2021,Monaco Grand Prix,Daniel Ricciardo,11
2021,Monaco Grand Prix,Daniel Ricciardo,12
2021,Monaco Grand Prix,Fernando Alonso,13
2021,Monaco Grand Prix,Fernando Alonso,12
2021,Monaco Grand Prix,Fernando Alonso,11
2021,Monaco Grand Prix,George Russell,15
2021,Monaco Grand Prix,George Russell,14
2021,Monaco Grand Prix,Nicholas Latifi,14
